NO,Name,DateCreatedYear,DateEstablishedYear,ArticleFrequency,Note( I select some mesh term to find why their frequency is 0 ),
D039741,"Antigens, Dermatophagoides",2002,2003,2702,,
D039761,Genista,2002,2003,60,,
D039762,Ulex,2002,2003,56,,
D039781,PubMed,2002,2003,1931,,
D039821,Monoterpenes,2002,2003,5630,,
D039823,Iridoids,2002,2003,2046,,
D039841,Leukocyte L1 Antigen Complex,2002,2003,1580,,
D039842,Neural Cell Adhesion Molecule L1,2002,2003,1147,,
D039861,Prokaryotic Initiation Factor-1,2002,2003,37,,
D039881,Prokaryotic Initiation Factor-2,2002,2003,191,,
D039901,Totipotent Stem Cells,2002,2003,221,,
D039902,Multipotent Stem Cells,2002,2003,2675,,
D039903,Actinobacteria,2002,2003,2881,,
D039904,Pluripotent Stem Cells,2002,2003,6223,,
D039921,Neuropilins,2002,2003,182,,
D039941,Bifidobacteriales Infections,2002,2003,56,,
D039942,Neuropilin-1,2002,2003,940,,
D039943,Neuropilin-2,2002,2003,262,,
D039961,Semaphorins,2002,2003,1038,,
D039981,Pyroglyphidae,2002,2003,1506,,
D040001,Dermatophagoides farinae,2002,2003,364,,
D040002,Dermatophagoides pteronyssinus,2002,2003,487,,
D040021,Sarcoptidae,2002,2003,33,,
D040041,Acaridae,2002,2003,183,,
D040042,Psoroptidae,2002,2003,161,,
D040061,Eukaryotic Initiation Factor-5,2002,2003,99,,
D040081,Protein Array Analysis,2002,2003,6982,,
D040102,Tetranychidae,2002,2003,706,,
D040121,Semaphorin-3A,2002,2003,696,,
D040141,Staphylococcaceae,2002,2003,182,,
D040142,Brevibacterium flavum,2002,2003,15,,
D040143,Cellulomonas,2002,2003,147,,
D040161,Frankia,2002,2003,163,,
D040181,"Genetic Diseases, X-Linked",2002,2003,3808,,
D040201,Platelet Membrane Glycoprotein IIb,2002,2003,493,,
D040241,Social Marketing,2002,2003,2206,,
D040242,Risk Reduction Behavior,2002,2003,9381,,
D040261,Harm Reduction,2002,2003,1988,,
D040262,"Receptors, Vascular Endothelial Growth Factor",2002,2003,4314,,
D040281,Vascular Endothelial Growth Factor Receptor-1,2002,2003,3305,,
D040301,Vascular Endothelial Growth Factor Receptor-2,2002,2003,5298,,
D040321,Vascular Endothelial Growth Factor Receptor-3,2002,2003,1026,,
D040342,Genetic Structures,2002,2003,274,,
D040343,Behavioral Risk Factor Surveillance System,2002,2003,1475,,
D040361,Healthy People Programs,2002,2003,1038,,
D040362,Geographic Information Systems,2002,2003,5840,,
D040363,American Public Health Association,2002,2003,88,,
D040381,"Education, Public Health Professional",2002,2003,687,,
D040421,Cell Phones,2002,2003,6334,,
D040441,Health Educators,2002,2003,284,,
D040442,Public Health Informatics,2002,2003,1069,,
D040443,"Students, Public Health",2002,2003,72,,
D040461,Gene Components,2002,2003,962,,
D040481,Genome Components,2002,2003,118,,
D040501,Calgranulin A,2002,2003,805,,
D040502,Calgranulin B,2002,2003,827,,
D040503,Coffea,2002,2003,821,,
D040521,Subcutaneous Tissue,2002,2003,2592,,
D040541,Marketing,2002,2003,4247,,
D040542,"Mechanotransduction, Cellular",2002,2003,5284,,
D040561,Assisted Living Facilities,2002,2003,1071,,
D040582,Inheritance Patterns,2002,2003,2696,,
D040641,Quantitative Trait Loci,2002,2003,13260,,
D040681,"Structural Homology, Protein",2002,2003,3834,,
D040701,"Stress Disorders, Traumatic, Acute",2002,2003,384,,
D040741,Genetic Load,2002,2003,151,,
D040761,Biomimetic Materials,2002,2003,5952,,
D040821,Human Characteristics,2002,2003,882,,
D040841,Resource Allocation,2002,2003,7455,,
D040861,"Ethics, Business",2002,2003,373,,
D040881,"Antigens, CD11a",2002,2003,336,,
D040901,Proteomics,2002,2003,36983,,
D040921,"Stress Disorders, Traumatic",2002,2003,557,,
D040941,Heredity,2002,2003,4058,,
D040961,Genetic Drift,2002,2003,1720,,
D040981,Acinetobacter baumannii,2002,2003,3362,,
D041001,Babesia microti,2002,2003,246,,
D041002,Brucella canis,2002,2003,94,,
D041021,Brucella suis,2002,2003,276,,
D041022,Candida tropicalis,2002,2003,627,,
D041041,Citrobacter koseri,2002,2003,81,,
D041061,Ehrlichia canis,2002,2003,282,,
D041081,Anaplasma phagocytophilum,2002,2003,914,,
D041101,Neorickettsia sennetsu,2002,2003,10,,
D041102,Neorickettsia,2002,2003,56,,
D041103,Neorickettsia risticii,2002,2003,17,,
D041121,Klebsiella oxytoca,2002,2003,405,,
D041122,Plasmodium ovale,2002,2003,187,,
D041141,Rickettsia akari,2002,2003,45,,
D041161,Rickettsia felis,2002,2003,162,,
D041162,Staphylococcus haemolyticus,2002,2003,202,,
D041181,Staphylococcus hominis,2002,2003,78,,
D041201,Taenia solium,2002,2003,792,,
D041202,Taenia saginata,2002,2003,272,,
D041221,Candida glabrata,2002,2003,1182,,
D041241,Vibrio cholerae O1,2002,2003,548,,
D041242,Vibrio cholerae O139,2002,2003,166,,
D041261,Vibrio vulnificus,2002,2003,817,,
D041281,Leptospira interrogans serovar australis,2002,2003,16,,
D041301,Leptospira interrogans serovar autumnalis,2002,2003,6,,
D041321,"Chromosomes, Human, X",2002,2003,4492,,
D041322,"Chromosomes, Human, Y",2002,2003,3838,,
D041341,Leptospira interrogans serovar canicola,2002,2003,317,,
D041342,Absorbent Pads,2002,2003,98,,
D041343,Leptospira interrogans serovar hebdomadis,2002,2003,4,,
D041361,Pacifiers,2002,2003,386,,
D041381,"Diapers, Infant",2002,2003,161,,
D041382,"Diapers, Adult",2002,2003,82,,
D041383,Leptospira interrogans serovar icterohaemorrhagiae,2002,2003,119,,
D041401,Leptospira interrogans serovar pomona,2002,2003,77,,
D041441,Retinoschisis,2002,2003,522,,
D041521,Desulfurococcales,2003,2004,6,,
D041522,Aeropyrum,2003,2004,156,,
D041523,Pyrodictiaceae,2003,2004,10,,
D041541,Acidianus,2003,2004,67,,
D041542,Thermoproteus,2003,2004,36,,
D041543,Pyrobaculum,2003,2004,105,,
D041561,Thermofilaceae,2003,2004,7,,
D041581,Methanobrevibacter,2003,2004,124,,
D041601,Bonamia Plant,2003,2004,1,,
D041602,Haplosporida,2003,2004,101,,
D041603,Pinus taeda,2003,2004,291,,
D041604,Pinus ponderosa,2003,2004,151,,
D041605,Pinus sylvestris,2003,2004,604,,
D041621,Eremophila Plant,2003,2004,25,,
D041622,"Tomography, Optical",2003,2004,1369,,
D041623,"Tomography, Optical Coherence",2003,2004,19782,,
D041641,Musculoskeletal Development,2003,2004,166,,
D041681,NIH 3T3 Cells,2003,2004,11022,,
D041701,Swiss 3T3 Cells,2003,2004,242,,
D041702,BALB 3T3 Cells,2003,2004,539,,
D041721,3T3-L1 Cells,2003,2004,4478,,
D041722,"Genes, Transgenic, Suicide",2003,2004,734,,
D041741,Lower Gastrointestinal Tract,2003,2004,128,,
D041742,Upper Gastrointestinal Tract,2003,2004,797,,
D041743,Herb-Drug Interactions,2003,2004,1267,,
D041761,Cholecystolithiasis,2003,2004,829,,
D041781,"Jaundice, Obstructive",2003,2004,3166,,
D041801,Acidiphilium,2003,2004,36,,
D041821,Gluconacetobacter,2003,2004,164,,
D041822,Gluconacetobacter xylinus,2003,2004,383,,
D041841,Bradyrhizobiaceae,2003,2004,102,,
D041861,Chloroflexus,2003,2004,89,,
D041862,Chloroflexi,2003,2004,453,,
D041881,"Cholecystitis, Acute",2003,2004,1522,,
D041882,Emphysematous Cholecystitis,2003,2004,111,,
D041883,Chlorobium,2003,2004,204,,
D041901,Stemonaceae,2003,2004,129,,
D041902,Rhodobacteraceae,2003,2004,515,,
D041903,Rhodovulum,2003,2004,47,,
D041904,Roseobacter,2003,2004,190,,
D041905,Erythroid Cells,2003,2004,1019,,
D041921,Hyphomicrobiaceae,2003,2004,64,,
D041923,Adolescent Development,2003,2004,3285,,
D041941,Milk Substitutes,2003,2004,183,,
D041942,Soy Milk,2003,2004,480,,
D041943,Infant Formula,2003,2004,3332,,
D041961,Deuterium Exchange Measurement,2003,2004,1298,,
D041962,Thiotrichaceae,2003,2004,102,,
D041963,Bacteroidetes,2003,2004,1316,,
D041964,Cytophagaceae,2003,2004,346,,
D041965,Flavobacteriaceae,2003,2004,682,,
D041981,Gastrointestinal Tract,2003,2004,19787,,
D042001,Ectothiorhodospiraceae,2003,2004,48,,
D042002,Chromatin Assembly and Disassembly,2003,2004,4647,,
D042003,DNA Packaging,2003,2004,358,,
D042021,Brucellaceae,2003,2004,19,,
D042041,Ochrobactrum,2003,2004,160,,
D042061,Brucella ovis,2003,2004,82,,
D042062,Beijerinckiaceae,2003,2004,56,,
D042063,Caulobacteraceae,2003,2004,109,,
D042081,Azospirillum lipoferum,2003,2004,22,,
D042082,Methylobacteriaceae,2003,2004,78,,
D042083,Methylocystaceae,2003,2004,114,,
D042084,Paracoccus pantotrophus,2003,2004,67,,
D042101,Acalculous Cholecystitis,2003,2004,253,,
D042121,"Contraception, Barrier",2003,2004,50,,
D042161,Rhizobium phaseoli,2003,2004,6,,
D042162,Rhizobium tropici,2003,2004,49,,
D042163,Rhizobium etli,2003,2004,147,,
D042181,Sinorhizobium fredii,2003,2004,66,,
D042182,Rhodospirillum centenum,2003,2004,18,,
D042201,Magnetospirillum,2003,2004,275,,
D042241,Early Diagnosis,2003,2004,19831,,
D042261,Retinoscopes,2003,2004,115,,
D042262,Retinoscopy,2003,2004,762,,
D042281,Holosporaceae,2003,2004,38,,
D042282,Microdissection,2003,2004,2306,,
D042301,Sphingomonadaceae,2003,2004,425,,
D042321,Anaplasma centrale,2003,2004,18,,
D042322,Anaplasma marginale,2003,2004,306,,
D042323,Anaplasma ovis,2003,2004,24,,
D042341,Gonadal Hormones,2003,2004,578,,
D042361,"Mammary Glands, Human",2003,2004,3561,,
D042381,Granulocyte Precursor Cells,2003,2004,459,,
D042401,Alcaligenaceae,2003,2004,83,,
D042402,Achromobacter,2003,2004,289,,
D042421,Histone Code,2003,2004,345,,
D042422,Achromobacter cycloclastes,2003,2004,17,,
D042441,Achromobacter denitrificans,2003,2004,182,,
D042442,Vascular Endothelial Growth Factors,2003,2004,8372,,
D042461,Vascular Endothelial Growth Factor A,2003,2004,40691,,
D042462,4-Quinolones,2003,2004,1450,,
D042481,Alcaligenes faecalis,2003,2004,206,,
D042482,Bordetella avium,2003,2004,24,,
D042483,Bordetella parapertussis,2003,2004,112,,
D042501,Angiogenic Proteins,2003,2004,1115,,
D042502,Taylorella,2003,2004,17,,
D042521,Burkholderiaceae,2003,2004,133,,
D042522,DNA Replication Timing,2003,2004,205,,
D042541,Intracellular Space,2003,2004,6109,,
D042561,Vascular Endothelial Growth Factor B,2003,2004,234,,
D042581,Intranuclear Space,2003,2004,103,,
D042582,Vascular Endothelial Growth Factor C,2003,2004,1541,,
D042583,Lymphangiogenesis,2003,2004,1751,,
D042601,Lymphatic Vessels,2003,2004,3945,,
D042602,Burkholderia cepacia complex,2003,2004,402,,
D042621,Comamonadaceae,2003,2004,451,,
D042622,DNA Repeat Expansion,2003,2004,600,,
D042643,Vascular Endothelial Growth Factor D,2003,2004,506,,
D042662,"Vascular Endothelial Growth Factor, Endocrine-Gland-Derived",2003,2004,143,,
D042682,Angiopoietins,2003,2004,910,,
D042683,Angiopoietin-1,2003,2004,1498,,
D042702,Angiopoietin-2,2003,2004,1406,,
D042724,"Estrogens, Esterified (USP)",2003,2004,22,,
D042725,Burkholderia gladioli,2003,2004,48,,
D042726,Burkholderia mallei,2003,2004,202,,
D042742,Delftia,2003,2004,67,,
D042743,Leptothrix,2003,2004,83,,
D042744,Sphaerotilus,2003,2004,63,,
D042762,Methylophilaceae,2003,2004,31,,
D042763,Acidithiobacillus,2003,2004,489,,
D042764,"Receptors, TIE",2003,2004,137,,
D042782,"Estrogenic Steroids, Alkylated",2003,2004,1,,
D042783,Endothelial Cells,2003,2004,36093,,
D042787,"Receptor, TIE-2",2003,2004,1396,,
D042802,Oxalobacteraceae,2003,2004,124,,
D042803,Herbaspirillum,2003,2004,99,,
D042804,Neisseria cinerea,2003,2004,9,,
D042805,Neisseria elongata,2003,2004,16,,
D042806,Neisseria lactamica,2003,2004,64,,
D042807,Neisseria mucosa,2003,2004,33,,
D042808,Neisseria sicca,2003,2004,22,,
D042810,"Receptor, TIE-1",2003,2004,172,,
D042822,Genomic Instability,2003,2004,5711,,
D042842,11-beta-Hydroxysteroid Dehydrogenases,2003,2004,1176,,
D042843,Glucose 1-Dehydrogenase,2003,2004,527,,
D042844,L-Lactate Dehydrogenase (Cytochrome),2003,2004,280,,
D042845,Laccase,2003,2004,2706,,
D042846,CDC2-CDC28 Kinases,2003,2004,2061,,
D042863,Cyclin-Dependent Kinase 9,2003,2004,428,,
D042882,Gallstones,2003,2004,10492,,
D042883,Choledocholithiasis,2003,2004,1387,,
D042925,Positive Transcriptional Elongation Factor B,2003,2004,450,,
D042926,Cytochrome P-450 CYP4A,2003,2004,755,,
D042931,Aldehyde Oxidase,2003,2004,523,,
D042942,3-Methyl-2-Oxobutanoate Dehydrogenase (Lipoamide),2003,2004,683,,
D042943,Dihydrouracil Dehydrogenase (NADP),2003,2004,1057,,
D042944,Cholestenone 5 alpha-Reductase,2003,2004,619,,
D042962,Acyl-CoA Oxidase,2003,2004,809,,
D042963,Electron Transport Complex II,2003,2004,1814,,
D042964,Acyl-CoA Dehydrogenase,2003,2004,1015,,
D042965,Methylenetetrahydrofolate Reductase (NADPH2),2003,2004,4807,,
D042966,Cytochrome-B(5) Reductase,2003,2004,700,,
D042967,Electron Transport Complex I,2003,2004,2924,,
D043025,Oligoclonal Bands,2003,2004,611,,
D043143,Hepatopancreas,2003,2004,832,,
D043165,Angiostatic Proteins,2003,2004,54,,
D043167,Spirillaceae,2003,2004,1,,
D043168,Angiostatins,2003,2004,622,,
D043169,Endostatins,2003,2004,1498,,
D043170,Collagen Type XVIII,2003,2004,256,,
D043171,Chromosomal Instability,2003,2004,2182,,
D043182,Carboxylesterase,2003,2004,1943,,
D043183,Irritable Bowel Syndrome,2003,2004,5404,,
D043202,"Steroid Metabolism, Inborn Errors",2003,2004,95,,
D043203,1-Alkyl-2-acetylglycerophosphocholine Esterase,2003,2004,1599,,
D043204,"Mineralocorticoid Excess Syndrome, Apparent",2003,2004,55,,
D043205,11-beta-Hydroxysteroid Dehydrogenase Type 1,2003,2004,1055,,
D043209,11-beta-Hydroxysteroid Dehydrogenase Type 2,2003,2004,698,,
D043211,Exodeoxyribonuclease V,2003,2004,910,,
D043222,Ubiquitin Thiolesterase,2003,2004,2745,,
D043223,Deoxyribonuclease IV (Phage T4-Induced),2003,2004,561,,
D043224,Deoxyribonuclease (Pyrimidine Dimer),2003,2004,629,,
D043243,"DNA Sequence, Unstable",2003,2004,64,,
D043244,Ribonuclease III,2003,2004,2499,,
D043262,Ribonuclease P,2003,2004,1214,,
D043263,Myosin-Light-Chain Phosphatase,2003,2004,655,,
D043264,Phosphodiesterase I,2003,2004,649,,
D043265,Phosphatidylinositol Diacylglycerol-Lyase,2003,2004,1403,,
D043266,Steryl-Sulfatase,2003,2004,802,,
D043283,Chromosome Fragile Sites,2003,2004,1061,,
D043302,Cultured Milk Products,2003,2004,735,,
D043303,Aryldialkylphosphatase,2003,2004,3066,,
D043322,Lactase,2003,2004,869,,
D043323,alpha-Mannosidase,2003,2004,945,,
D043324,beta-Fructofuranosidase,2003,2004,1812,,
D043325,"Xylan Endo-1,3-beta-Xylosidase",2003,2004,721,,
D043326,"Glucan 1,3-beta-Glucosidase",2003,2004,670,,
D043343,Testosterone Propionate,2003,2004,696,,
D043344,Chordata,2003,2004,519,,
D043362,Rhodocyclaceae,2003,2004,106,,
D043363,Hydrogenophilaceae,2003,2004,15,,
D043364,"Endo-1,4-beta Xylanases",2003,2004,1777,,
D043366,"Cellulose 1,4-beta-Cellobiosidase",2003,2004,657,,
D043367,Ralstonia,2003,2004,217,,
D043368,Ralstonia solanacearum,2003,2004,417,,
D043369,Nitrosomonadaceae,2003,2004,51,,
D043370,Nitrosomonas europaea,2003,2004,189,,
D043371,"Fatty Acids, Omega-6",2003,2004,2310,,
D043372,Gallionellaceae,2003,2004,41,,
D043373,"Follicle Stimulating Hormone, Human",2003,2004,611,,
D043382,DNA-Formamidopyrimidine Glycosylase,2003,2004,733,,
D043383,Adenosylhomocysteinase,2003,2004,688,,
D043384,Glutamyl Aminopeptidase,2003,2004,414,,
D043402,Cathepsin A,2003,2004,629,,
D043422,Carboxypeptidases A,2003,2004,852,,
D043423,Carboxypeptidase H,2003,2004,382,,
D043424,Carboxypeptidase B,2003,2004,435,,
D043425,Glutamate Carboxypeptidase II,2003,2004,850,,
D043484,Proprotein Convertases,2003,2004,1978,,
D043485,Glomus Tympanicum,2003,2004,65,,
D043523,Biotinidase,2003,2004,350,,
D043524,Peptide-N4-(N-acetyl-beta-glucosaminyl) Asparagine Amidase,2003,2004,998,,
D043525,Cytosine Deaminase,2003,2004,1052,,
D043542,"DNA, Z-Form",2003,2004,241,,
D043562,"Receptors, G-Protein-Coupled",2003,2004,18795,,
D043563,"Receptors, Pheromone",2003,2004,268,,
D043564,Inorganic Pyrophosphatase,2003,2004,596,,
D043582,5-alpha-Dihydroprogesterone,2003,2004,133,,
D043583,Nucleoside-Triphosphatase,2003,2004,469,,
D043585,"Receptor, Muscarinic M2",2003,2004,1344,,
D043586,Methylmalonyl-CoA Decarboxylase,2003,2004,312,,
D043587,"Receptor, Muscarinic M3",2003,2004,1276,,
D043588,"Receptor, Muscarinic M4",2003,2004,332,,
D043603,DNA-(Apurinic or Apyrimidinic Site) Lyase,2003,2004,1861,,
D043604,Glomus Tympanicum Tumor,2003,2004,61,,
D043607,20-alpha-Hydroxysteroid Dehydrogenase,2003,2004,147,,
D043642,"Receptor, Muscarinic M5",2003,2004,118,,
D043643,"Receptor, Muscarinic M1",2003,2004,1115,,
D043682,"Receptor, Adenosine A1",2003,2004,1203,,
D043683,"Receptors, Adenosine A2",2003,2004,256,,
D043684,"Receptor, Adenosine A3",2003,2004,690,,
D043704,"Receptor, Adenosine A2B",2003,2004,551,,
D043705,"Receptor, Adenosine A2A",2003,2004,1969,,
D043743,Ubiquitin-Protein Ligase Complexes,2003,2004,1674,,
D043762,Reproductive Behavior,2003,2004,883,,
D043782,"Receptor, Bradykinin B2",2003,2004,1403,,
D043783,"Receptor, Bradykinin B1",2003,2004,737,,
D043802,"GTP-Binding Protein alpha Subunits, Gq-G11",2003,2004,1637,,
D043803,Phenalenes,2003,2004,124,,
D043822,Cyclodecanes,2003,2004,22,,
D043823,Taxoids,2003,2004,10935,,
D043842,Ochnaceae,2003,2004,35,,
D043843,Leuzea,2003,2004,45,,
D043844,Crown Ethers,2003,2004,927,,
D043862,Rotaxanes,2003,2004,591,,
D043863,Catenanes,2003,2004,72,,
D043864,"DNA, Catenated",2003,2004,69,,
D043882,"Receptors, Cannabinoid",2003,2004,2693,,
D043884,"Receptor, Cannabinoid, CB1",2003,2004,4420,,
D043885,"Receptor, Cannabinoid, CB2",2003,2004,1912,,
D043886,"Receptor, Cholecystokinin A",2003,2004,712,,
D043887,"Receptor, Cholecystokinin B",2003,2004,931,,
D043902,Pyrococcus horikoshii,2003,2004,370,,
D043903,Pyrococcus abyssi,2003,2004,129,,
D043922,Toxicogenetics,2003,2004,705,,
D043924,Angiogenesis Modulating Agents,2003,2004,110,,
D043925,Angiogenesis Inducing Agents,2003,2004,3105,,
D043942,Nanotubes,2003,2004,5914,,
D043963,"Diverticulosis, Colonic",2003,2004,548,,
D043964,Marsileaceae,2003,2004,33,,
D043982,Rhizophoraceae,2003,2004,683,,
D044002,Bryophyta,2003,2004,876,,
D044003,Sphagnopsida,2003,2004,297,,
D044004,Xanthones,2003,2004,2415,,
D044005,Tetrahydroisoquinolines,2003,2004,3202,,
D044006,"Receptors, Epoprostenol",2003,2004,389,,
D044007,Moraxellaceae,2003,2004,25,,
D044022,"Receptor, Endothelin A",2003,2004,2587,,
D044023,"Receptor, Endothelin B",2003,2004,2105,,
D044024,Tetralones,2003,2004,283,,
D044042,"Receptors, Formyl Peptide",2003,2004,1570,,
D044043,Pectobacterium,2003,2004,112,,
D044044,Aeromonadaceae,2003,2004,30,,
D044045,Lipoxins,2003,2004,848,,
D044062,Prostaglandins I,2003,2004,149,,
D044063,Succinivibrionaceae,2003,2004,4,,
D044064,Anaerobiospirillum,2003,2004,23,,
D044065,Cardiobacteriaceae,2003,2004,5,,
D044066,Cardiobacterium,2003,2004,52,,
D044067,"Receptors, Lipoxin",2003,2004,354,,
D044082,Citrobacter rodentium,2003,2004,376,,
D044083,Cronobacter sakazakii,2003,2004,396,,
D044084,Erwinia amylovora,2003,2004,254,,
D044085,Microfluidics,2003,2004,5483,,
D044086,Kluyvera,2003,2004,58,,
D044087,"Receptor, Anaphylatoxin C5a",2003,2004,852,,
D044088,"Receptors, Galanin",2003,2004,461,,
D044089,Galanin-Like Peptide,2003,2004,116,,
D044090,Serratia liquefaciens,2003,2004,42,,
D044091,"Receptor, Galanin, Type 1",2003,2004,111,,
D044092,"Receptor, Galanin, Type 2",2003,2004,113,,
D044093,"Receptor, Galanin, Type 3",2003,2004,40,,
D044094,"Receptors, Melatonin",2003,2004,1301,,
D044095,Proteus penneri,2003,2004,22,,
D044096,Psychrobacter,2003,2004,131,,
D044101,"Receptors, Melanocortin",2003,2004,837,,
D044102,"Receptor, Melanocortin, Type 1",2003,2004,759,,
D044103,"Receptor, Melanocortin, Type 2",2003,2004,211,,
D044104,"Receptor, Melanocortin, Type 3",2003,2004,416,,
D044105,"Receptor, Melanocortin, Type 4",2003,2004,1383,,
D044106,Wigglesworthia,2003,2004,27,,
D044122,"Receptor, Melatonin, MT1",2003,2004,498,,
D044123,"Receptor, Melatonin, MT2",2003,2004,466,,
D044124,Yersinia ruckeri,2003,2004,120,,
D044125,Coxiellaceae,2003,2004,29,,
D044127,"Epigenesis, Genetic",2003,2004,21509,,
D044128,Legionella longbeachae,2003,2004,36,,
D044129,Halomonadaceae,2003,2004,120,,
D044130,Oceanospirillaceae,2003,2004,55,,
D044131,Actinobacillus equuli,2003,2004,18,,
D044132,Actinobacillus suis,2003,2004,22,,
D044133,Actinobacillus seminis,2003,2004,11,,
D044134,Haemophilus paragallinarum,2003,2004,40,,
D044135,Haemophilus parainfluenzae,2003,2004,98,,
D044136,Haemophilus paraphrophilus,2003,2004,9,,
D044137,Haemophilus parasuis,2003,2004,225,,
D044138,Haemophilus somnus,2003,2004,58,,
D044139,"Receptor, Angiotensin, Type 2",2003,2004,2929,,
D044140,"Receptor, Angiotensin, Type 1",2003,2004,6182,,
D044142,Pasteurella pneumotropica,2003,2004,37,,
D044147,Piscirickettsiaceae,2003,2004,91,,
D044148,Lymphatic Abnormalities,2003,2004,319,,
D044149,Vibrio alginolyticus,2003,2004,397,,
D044162,Parathyroid Hormone-Related Protein,2003,2004,3026,,
D044163,Vibrio cholerae non-O1,2003,2004,124,,
D044164,Vibrio mimicus,2003,2004,48,,
D044165,Aliivibrio salmonicida,2003,2004,29,,
D044166,Xanthomonadaceae,2003,2004,186,,
D044167,Xylella,2003,2004,308,,
D044168,"Receptor, Parathyroid Hormone, Type 1",2003,2004,823,,
D044169,"Receptors, Calcium-Sensing",2003,2004,1935,,
